,mean,std
val/MSE,0.40019181966781614,0.25893688986427865
val/RMSE,0.6062047243118286,0.17477008339727482
val/F1@5,0.7417944431304931,0.0029966924799083197
val/HitRate@5,0.7984976172447205,0.004364173553179402
val/MAP@5,0.7944695472717285,0.004001458727975068
val/MRR@5,0.7948960304260254,0.003958259481748732
val/NDCG@5,0.7951355457305909,0.0036784809265177263
val/Precision@5,0.740639042854309,0.002990892574849886
val/Recall@5,0.7429586529731751,0.003710320357035643
