,mean,std
val/MSE,0.43762304186820983,0.25344952711749713
val/RMSE,0.6372725605964661,0.16673337219504997
val/F1@15,0.7570123314857483,0.00373035763626585
val/HitRate@15,0.7984976172447205,0.004364173553179402
val/MAP@15,0.793446934223175,0.006386549005841727
val/MRR@15,0.794341242313385,0.005849716651110246
val/NDCG@15,0.7948207497596741,0.0059725281200803775
val/Precision@15,0.7300530076026917,0.003446411446878898
val/Recall@15,0.7860432147979737,0.004509514287126917
