,mean,std
val/MSE,1.5674930810928345,0.10838550624590139
val/RMSE,1.248563003540039,0.04298584283796334
val/F1@5,0.6423345923423767,0.010970168857588291
val/HitRate@5,0.7720032095909118,0.010948510130172435
val/MAP@5,0.7401534795761109,0.013822684645765918
val/MRR@5,0.7476543188095093,0.014852373846504648
val/NDCG@5,0.7480472564697266,0.01280465320337054
val/Precision@5,0.5550774812698365,0.011055787466063853
val/Recall@5,0.7621834993362426,0.011227988890382385
