,mean,std
val/MSE,0.29020628333091736,0.03520429002038242
val/RMSE,0.5324412703514099,0.031189497874864646
val/F1@10,0.7534526824951172,0.0036273656232975364
val/HitRate@10,0.7984976172447205,0.004364173553179402
val/MAP@10,0.7954060435295105,0.003278726628700859
val/MRR@10,0.7957841873168945,0.0034076444292921292
val/NDCG@10,0.7961736202239991,0.0036843901648366587
val/Precision@10,0.7323657631874084,0.003407623487663262
val/Recall@10,0.7757948994636535,0.004442120741408584
