,mean,std
val/MSE,1.4680935859680175,0.043875229134440745
val/RMSE,1.2092175006866455,0.017826553928599883
val/F1@15,0.6387982964515686,0.010529289303275065
val/HitRate@15,0.7720032095909118,0.010948510130172435
val/MAP@15,0.739263916015625,0.011964848585748528
val/MRR@15,0.7456409692764282,0.011139405691608253
val/NDCG@15,0.7502227425575256,0.011124721233913594
val/Precision@15,0.5448096036911011,0.010217130502042995
val/Recall@15,0.7720032095909118,0.010948510130172435
